Report Number,Supplemental Number,Accident Year,Accident Date/Time,Operator ID,Operator Name,Pipeline/Facility Name,Pipeline Location,Pipeline Type,Liquid Type,Liquid Subtype,Liquid Name,Accident City,Accident County,Accident State,Accident Latitude,Accident Longitude,Cause Category,Cause Subcategory,Unintentional Release (Barrels),Intentional Release (Barrels),Liquid Recovery (Barrels),Net Loss (Barrels),Liquid Ignition,Liquid Explosion,Pipeline Shutdown,Shutdown Date/Time,Restart Date/Time,Public Evacuations,Operator Employee Injuries,Operator Contractor Injuries,Emergency Responder Injuries,Other Injuries,Public Injuries,All Injuries,Operator Employee Fatalities,Operator Contractor Fatalities,Emergency Responder Fatalities,Other Fatalities,Public Fatalities,All Fatalities,Property Damage Costs,Lost Commodity Costs,Public/Private Property Damage Costs,Emergency Response Costs,Environmental Remediation Costs,Other Costs,All Costs
20150271,20635,2015,6/30/2015 1:15 PM,31684,PHILLIPS 66 PIPELINE LLC,SEMINOE PIPELINE,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,,CARBON,WY,41.800416,-107.109865,OTHER OUTSIDE FORCE DAMAGE,FIRE/EXPLOSION AS PRIMARY CAUSE,260,,260,0,NO,NO,YES,6/30/2015 13:15,7/2/2015 15:23,0,,,,,,,,,,,,,12087,32760,0,0,0,0,44847
20150273,21138,2015,7/2/2015 10:56 AM,31476,ROSE ROCK MIDSTREAM L.P.,"CUNNINGHAM TO ARLINGTON JCT. 12""",ONSHORE,UNDERGROUND,CRUDE OIL,,,,KINGMAN,KS,37.68779,-98.40713,CORROSION,INTERNAL,0.5,,0.5,0,NO,NO,YES,7/2/2015 11:35,7/3/2015 11:00,0,,,,,,,,,,,,,8000,20,0,2500,2000,0,12520
20150260,21821,2015,7/5/2015 12:53 PM,39440,DOUBLE H,ALBIN STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,SIDNEY,RICHLAND,MT,47.805537,-104.485472,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,1.5,,1.5,0,NO,NO,YES,7/5/2015 12:53,7/6/2015 16:00,0,,,,,,,,,,,,,1125,140,0,0,90,0,1355
20150269,21251,2015,7/6/2015 8:00 AM,2552,COLONIAL PIPELINE CO,MITCHELL JUNCTION,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),,COLUMBIA,CUMBERLAND,VA,37.66330708,-78.23750439,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,0.12,,0.12,0,NO,NO,NO,,,0,,,,,,,,,,,,,3000,15,0,30000,0,1000,34015
20150268,20719,2015,7/7/2015 7:30 AM,31174,"SHELL PIPELINE CO., L.P.",BENGAL,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,BATON ROUGE,EAST BATON ROUGE,LA,30.47386943,-91.04321944,INCORRECT OPERATION,INCORRECT VALVE POSITION,1,,1,0,NO,NO,YES,7/7/2015 7:33,7/7/2015 13:15,75,,,,,,,,,,,,,60000,0,0,35000,5000,0,100000
20150304,20811,2015,7/7/2015 9:00 AM,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",GALENA PARK,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,GALENA PARK,HARRIS,TX,29.72979,-95.22212,ALL OTHER CAUSES,UNKNOWN,0.07,,0.07,0,NO,NO,YES,7/7/2015 9:00,,0,,,,,,,,,,,,,350000,7,0,0,0,0,350007
20150274,20647,2015,7/7/2015 1:55 PM,22442,WEST TEXAS GULF PIPELINE CO,RANGER STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,RANGER,EASTLAND,TX,32.49804,-98.63654,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.24,,0,0.24,NO,NO,NO,,,0,,,,,,,,,,,,,15000,250,0,1000,1000,0,17250
20150275,21832,2015,7/9/2015 9:00 AM,18718,SUNOCO PIPELINE L.P.,"CORSICANA TO TYLER/DELEK 12""",ONSHORE,UNDERGROUND,CRUDE OIL,,,CORSICANA,NAVARRO,TX,32.08342,-96.4072,CORROSION,EXTERNAL,4.5,,0,4.5,NO,NO,YES,7/9/2015 10:45,7/12/2015 10:45,0,,,,,,,,,,,,,16451,225,0,20000,5000,0,41676
20160346,21792,2015,7/9/2015 9:30 AM,32537,WYOMING PIPELINE COMPANY,WYOMING PIPELINE COMPANY,ONSHORE,ABOVEGROUND,CRUDE OIL,,,,NIOBRARA COUNTY,WY,43.4625,-104.226944,CORROSION,EXTERNAL,30,,25,5,NO,NO,NO,,,0,,,,,,,,,,,,,5000,254,0,0,1000,0,6254
20150277,21883,2015,7/10/2015 7:29 AM,300,"PLAINS PIPELINE, L.P.",POCAHONTAS STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,POCAHONTAS,BOND,IL,38.832199,-89.597838,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,100,,56,44,NO,NO,YES,7/10/2015 7:47,7/18/2015 9:21,0,,,,,,,,,,,,,50,5000,130316,5745840,200000,200000,6281206
20150279,21830,2015,7/11/2015 10:56 AM,39043,"TALLGRASS PONY EXPRESS PIPELINE, LLC",CUSHING MEASUREMENT STATION,ONSHORE,TANK,CRUDE OIL,,,,PAYNE COUNTY,OK,36.011954,-96.74166,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,0.5,,0.5,0,NO,NO,YES,7/11/2015 11:20,7/11/2015 18:30,0,,,,,,,,,,,,,1000,25,0,1800,1000,0,3825
20150276,20650,2015,7/12/2015 8:00 AM,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",PASADENA,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,PASADENA,HARRIS,TX,40.52243,-74.25384,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,1.79,,1.79,0,NO,NO,YES,7/12/2015 8:01,7/12/2015 11:00,0,,,,,,,,,,,,,300,0,0,0,20000,0,20300
20150281,20766,2015,7/12/2015 3:55 PM,2190,CENTRAL FLORIDA PIPELINE CORP,CENTRAL FLORIDA PIPELINE/AUBURNDALE STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,AUBURNDALE,POLK,FL,28.0684416,-81.785888,NATURAL FORCE DAMAGE,LIGHTNING,0.96,,0.96,0,NO,NO,YES,7/12/2015 15:57,7/13/2015 9:57,0,,,,,,,,,,,,,300,65,0,37000,0,0,37365
20160132,21389,2015,7/13/2015 5:00 AM,32537,WYOMING PIPELINE COMPANY,THUNDER CREEK STATION 4465 HIGHWAY 450 NEWCASTLEWY,ONSHORE,TANK,CRUDE OIL,,,,WESTON,WY,43.6666,-105.06791,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,2,,0,2,NO,NO,NO,,,0,,,,,,,,,,,,,0,84,0,0,0,1600,1684
20150282,21151,2015,7/13/2015 9:19 AM,26049,"COUNTRYMARK REFINING AND LOGISTICS, LLC",ALBION M/L CRUDE GATHERING,ONSHORE,UNDERGROUND,CRUDE OIL,,,,WABASH COUNTY,IL,38.28366,-87.94086,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,51.5,,40,11.5,NO,NO,YES,7/13/2015 10:58,10/28/2015 16:40,0,,,,,,,,,,,,,1072650,2331,0,518755,46355,0,1640091
20150287,21121,2015,7/14/2015 7:57 PM,300,"PLAINS PIPELINE, L.P.",MERAUX,ONSHORE,ABOVEGROUND,CRUDE OIL,,,CHALMETTE,SAINT BERNARD,LA,29.94075,-89.9367,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,0.6,,0.6,0,NO,NO,YES,7/14/2015 19:10,7/15/2015 1:08,0,,,,,,,,,,,,,25000,0,0,0,5000,5000,35000
20150285,20662,2015,7/15/2015 8:09 AM,32011,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",ARTESIA STATION WEST (RECEIVING),ONSHORE,ABOVEGROUND,CRUDE OIL,,,,EDDY COUNTY,NM,32.71949,-104.181559,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,1.43,,0,1.43,NO,NO,YES,7/15/2015 8:09,7/15/2015 10:20,0,,,,,,,,,,,,,2500,83,0,2500,15000,0,20083
20150280,20657,2015,7/15/2015 8:34 AM,32080,"CCPS TRANSPORTATION, LLC",KEY STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,SALISBURY,CHARITON,MO,39.411914,-92.842889,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,1,,1,0,NO,NO,NO,,,0,,,,,,,,,,,,,100,20,0,20000,30000,0,50120
20150278,21062,2015,7/15/2015 2:00 PM,30829,ENTERPRISE CRUDE PIPELINE LLC,C92,ONSHORE,UNDERGROUND,CRUDE OIL,,,ODESSA,ECTOR,TX,31.76285,-102.34579,CORROSION,INTERNAL,10,,10,0,NO,NO,YES,7/15/2015 14:00,7/15/2015 20:00,0,,,,,,,,,,,,,19281,500,0,0,0,0,19781
20150288,20665,2015,7/16/2015 2:20 AM,31720,"EXPRESS HOLDINGS (USA), LLC",CASPER TERMINAL,ONSHORE,UNDERGROUND,CRUDE OIL,,,CASPER,NATRONA,WY,42.864441,-106.408738,CORROSION,INTERNAL,162,,162,0,NO,NO,YES,7/16/2015 0:58,7/16/2015 9:34,0,,,,,,,,,,,,,35000,850,0,65000,0,1500,102350
20150284,20661,2015,7/16/2015 11:00 AM,18718,SUNOCO PIPELINE L.P.,MAYSVILLE STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,MAYSVILLE,GARVIN,OK,34.81979,-97.44566,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,1,,1,0,NO,NO,YES,7/16/2015 11:00,7/16/2015 18:00,0,,,,,,,,,,,,,750,50,0,2000,0,0,2800
20150283,20660,2015,7/20/2015 12:30 AM,31618,ENTERPRISE PRODUCTS OPERATING LLC,VALERO NORTH FORTY,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,PROPANE/PROPYLENE MIX,NORCO,ST. CHARLES,LA,29.9944083,-90.386475,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0.6,0,0,0.6,NO,NO,YES,7/20/2015 0:30,7/20/2015 9:00,0,,,,,,,,,,,,,100,20,0,0,0,0,120
20150290,20713,2015,7/20/2015 7:30 AM,39440,DOUBLE H," DOUBLE HH, GURENSEY TERMINAL",ONSHORE,ABOVEGROUND,CRUDE OIL,,,GURENSEY,PLATTE,WY,42.133334,-104.425221,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,145,,139.42,5.58,NO,NO,YES,7/20/2015 7:30,7/22/2015 20:15,0,,,,,,,,,,,,,10000,6123,0,198724,81875,0,296722
20150296,21512,2015,7/20/2015 7:45 AM,31888,CENTURION PIPELINE L.P.,CENTURION PIPELINE,ONSHORE,UNDERGROUND,CRUDE OIL,,,,KIOWA,OK,34.89285,-99.03776,CORROSION,INTERNAL,400,,300,100,NO,NO,YES,7/20/2015 3:20,7/21/2015 9:05,0,,,,,,,,,,,,,55000,7250,0,20000,100000,0,182250
20150291,20674,2015,7/20/2015 12:50 PM,31448,ENBRIDGE PIPELINES (TOLEDO) INC,OREGON METERING FACILITY,ONSHORE,ABOVEGROUND,CRUDE OIL,,,OREGON,LUCAS,OH,41.67284,-83.45352,CORROSION,INTERNAL,6.02,,6.02,0,NO,NO,YES,7/20/2015 12:50,7/20/2015 17:25,0,,,,,,,,,,,,,300,242,0,60642,25780,0,86964
20150294,20677,2015,7/20/2015 8:58 PM,32099,ENERGY TRANSFER COMPANY,EAST COYANOSA MEASUREMENT STATION,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),,COYANOSA,PECOS,TX,31.1931,-102.9898,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,27,0,0,27,NO,NO,YES,7/20/2015 20:58,7/20/2015 23:52,0,,,,,,,,,,,,,100,200,0,300,0,0,600
20150295,20978,2015,7/22/2015 11:00 AM,20202,ULTRAMAR INC,C-959 CSFM #495,ONSHORE,UNDERGROUND,CRUDE OIL,,,WILMINGTON,LOS ANGELES,CA,33.804707,-118.222597,CORROSION,INTERNAL,264,,56,208,NO,NO,NO,,,0,,,,,,,,,,,,,0,27720,0,0,267152,0,294872
20150297,20681,2015,7/22/2015 1:25 PM,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",LINE 6,ONSHORE,UNDERGROUND,CRUDE OIL,,,SUPERIOR,DOUGLAS,WI,46.689722,-92.060556,NATURAL FORCE DAMAGE,TEMPERATURE,13.9,,13.9,0,NO,NO,YES,7/22/2015 13:30,7/23/2015 4:55,0,,,,,,,,,,,,,207262,650,0,26178,47750,0,281840
20150293,20676,2015,7/22/2015 6:57 PM,32109,"ONEOK NGL PIPELINE, LLC","EASTLAND TO WEATHERFORD 14""",ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),,,PALO PINTO,TX,32.603333,-98.114722,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,5,5,0,5,NO,NO,YES,7/22/2015 19:10,7/25/2015 3:20,0,,,,,,,,,,,,,144000,135,0,2500,3340,0,149975
20150286,20902,2015,7/24/2015 2:15 PM,2552,COLONIAL PIPELINE CO,HOUSTON STATION,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,PASADENA,HARRIS,TX,29.71897,-95.1793,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,1.9,,1.9,0,NO,NO,YES,7/24/2015 14:18,7/24/2015 15:20,0,,,,,,,,,,,,,0,240,0,4760,0,0,5000
20150303,20690,2015,7/26/2015 9:00 AM,18718,SUNOCO PIPELINE L.P.,HEBERT STATION,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,BEAUMONT,JEFFERSON,TX,29.9774,-94.05766,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,1,,1,0,NO,NO,NO,,,0,,,,,,,,,,,,,0,0,0,1000,4000,0,5000
20150292,21072,2015,7/27/2015 6:00 AM,1845,"BUCKEYE PARTNERS, LP",BOOTH STATION,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,BOOTHWYN,DELAWARE,PA,39.846349,-75.459406,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0.23,,0.23,0,NO,NO,NO,,,0,,,,,,,,,,,,,1000,0,0,100,0,0,1100
20150305,20694,2015,7/27/2015 7:45 AM,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",LINE 2,ONSHORE,UNDERGROUND,CRUDE OIL,,,WARBA,ITASCA,MN,47.1375,-93.30972,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.01,,0.01,0,NO,NO,YES,7/27/2015 7:50,7/30/2015 0:30,0,,,,,,,,,,,,,92682,0,0,972,0,0,93654
20150299,21299,2015,7/27/2015 8:00 PM,31684,PHILLIPS 66 PIPELINE LLC,HARDTNER STATION,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),,,BARBER,KS,37.057847,-98.965883,INCORRECT OPERATION,INCORRECT INSTALLATION,1.6,24,0,1.6,NO,NO,NO,,,0,,,,,,,,,,,,,1800,50,0,1500,0,0,3350
20150307,21175,2015,7/28/2015 11:45 AM,1845,"BUCKEYE PARTNERS, LP",VALVE 34,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),,MUNCIE,DELAWARE,IN,40.279346,-85.363609,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.48,,0.48,0,NO,NO,YES,7/28/2015 12:01,7/28/2015 14:39,0,,,,,,,,,,,,,1000,50,0,8400,635,0,10085
20150306,21002,2015,7/28/2015 1:00 PM,31555,KINDER MORGAN CO2 CO. LP,BLANCO STATION,ONSHORE,UNDERGROUND,CO2 (CARBON DIOXIDE),,,BLOOMFIELD,SAN JUAN,NM,36.49701,-107.74874,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",17.3,3.3,0,17.3,NO,NO,NO,,,0,,,,,,,,,,,,,16000,52,0,3000,0,0,19052
20150310,21203,2015,7/28/2015 2:36 PM,31583,TESORO LOGISTICS OPERATIONS LLC - MOUNTAIN REGION,SALT LAKE CITY ,ONSHORE,ABOVEGROUND,CRUDE OIL,,,SALT LAKE CITY,SALT LAKE,UT,40.804771,-111.927762,CORROSION,INTERNAL,3,,3,0,NO,NO,NO,,,0,,,,,,,,,,,,,16000,150,0,1500,800,0,18450
20150308,20700,2015,7/28/2015 4:55 PM,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",GRIFFITH TERMINAL ,ONSHORE,ABOVEGROUND,CRUDE OIL,,,GRIFFITH,LAKE,IN,41.51769,-87.44697,INCORRECT OPERATION,PIPELINE/EQUIPMENT OVERPRESSURED,0.95,,0.95,0,NO,NO,NO,,,0,,,,,,,,,,,,,250,45,0,9903,573,0,10771
20150289,20828,2015,7/30/2015 4:17 PM,2552,COLONIAL PIPELINE CO,CPC / HEBERT STATION ,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,BEAUMONT,JEFFERSON,TX,29.974782,-94.056025,NATURAL FORCE DAMAGE,OTHER NATURAL FORCE DAMAGE,1.3,,0.3,1,NO,NO,NO,,,0,,,,,,,,,,,,,24850,150,0,5000,0,0,30000
20150309,20702,2015,7/31/2015 12:50 AM,1845,"BUCKEYE PARTNERS, LP",LINDEN STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,LINDEN,UNION,NJ,36.56083,-14.35583,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,4.76,,4.76,0,NO,NO,NO,,,0,,,,,,,,,,,,,50000,0,0,10000,5000,0,65000
20150298,20684,2015,7/31/2015 12:30 PM,30829,ENTERPRISE CRUDE PIPELINE LLC,C13,ONSHORE,ABOVEGROUND,CRUDE OIL,,,ANDREWS,ANDREWS,TX,32.3006,-102.54292,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,1.5,,1.5,0,NO,NO,YES,7/31/2015 12:30,7/31/2015 13:00,0,,,,,,,,,,,,,2550,50,0,0,0,0,2600
20150300,21115,2015,8/1/2015 11:00 AM,31618,ENTERPRISE PRODUCTS OPERATING LLC,MANY PUMP STATION,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",OTHER,NATURAL GASOLINE,MANY,SABINE,LA,31.504092,-93.416858,INCORRECT OPERATION,INCORRECT INSTALLATION,4,,4,0,NO,NO,NO,,,0,,,,,,,,,,,,,25300,180,0,0,26000,0,51480
20150312,20705,2015,8/1/2015 2:02 PM,26086,SEADRIFT PIPELINE CORP,GCPL_LAVACA 2000 EXTENSION_10IN,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,PROPANE,MONT BELVIEU,CHAMBERS,TX,29.8441496,-94.9113855,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,1.6,0,0,1.6,NO,NO,NO,,,0,,,,,,,,,,,,,500,25,0,200,0,0,725
20150313,21603,2015,8/2/2015 7:55 AM,31888,CENTURION PIPELINE L.P.,TANK #6830,ONSHORE,TANK,CRUDE OIL,,,,YOAKUM,TX,32.989666,-102.7692504,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,321,,165,156,NO,NO,YES,8/2/2015 8:15,8/4/2015 13:30,0,,,,,,,,,,,,,26589,2650,0,3218,30000,0,62457
20150314,21315,2015,8/4/2015 5:10 AM,2552,COLONIAL PIPELINE CO,CPC / KROTZ SPRINGS STATION,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,KROTZ SPRINGS,ST LANDRY,LA,30.528648,-91.746802,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",3.3,,3.3,0,NO,NO,YES,8/4/2015 9:13,8/4/2015 15:15,0,,,,,,,,,,,,,1500,225,0,8550,2500,0,12775
20150311,21599,2015,8/4/2015 7:45 AM,39023,DOUBLE EAGLE PIPELINE LLC,GARDENDALE ,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",OTHER,CONDENSATE,COTULLA ,LA SALLE,TX,28.510104,-99.223506,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,138.3,,110,28.3,NO,NO,YES,8/4/2015 6:06,8/6/2015 15:56,0,,,,,,,,,,,,,16000,6326,0,120000,337940,0,480266
20150301,20692,2015,8/5/2015 8:30 AM,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",PASADENA,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,PASADENA,HARRIS,TX,40.52243,-74.25384,CORROSION,EXTERNAL,8.98,,8.98,0,NO,NO,NO,,,0,,,,,,,,,,,,,1000,7000,0,0,0,0,8000
20150318,20721,2015,8/6/2015 12:25 AM,1845,"BUCKEYE PARTNERS, LP",BTX PROCESSING,ONSHORE,ABOVEGROUND,CRUDE OIL,,,CORPUS CHRISTI,NUECES,TX,27.8144306,-97.5037194,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.71,,0.24,0.47,NO,NO,NO,,,0,,,,,,,,,,,,,0,50,0,5000,0,0,5050
20160099,21288,2015,8/6/2015 11:00 AM,32537,WYOMING PIPELINE COMPANY,WYOMING PIPELINE COMPANY,ONSHORE,UNDERGROUND,CRUDE OIL,,,,WESTON,WY,43.9567944,-104.6031611,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,35,,33,2,NO,NO,NO,,,0,,,,,,,,,,,,,2000,1155,3000,5000,310000,0,321155
20150316,20833,2015,8/6/2015 2:09 PM,30826,WILLIAMS FIELD SERVICES,OVERLAND PASS PIPELINE,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),,GILL,WELD,CO,40.45772,-104.44393,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,1300,0,0,1300,YES,NO,YES,8/6/2015 15:40,8/9/2015 21:40,0,,,,,,,,,,,,,200000,100000,300000,20000,5000,0,625000
20150317,20869,2015,8/9/2015 8:14 AM,30826,WILLIAMS FIELD SERVICES,OVERLAND PASS PIPELINE,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),,OGALLAH,TREGO,KS,38.938778,-99.761363,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,93.85,0,0,93.85,NO,NO,YES,8/9/2015 8:14,8/9/2015 15:05,0,,,,,,,,,,,,,750,5000,0,250,0,0,6000
20150320,20906,2015,8/10/2015 12:00 PM,300,"PLAINS PIPELINE, L.P.",MCCAMEY STATION,ONSHORE,UNDERGROUND,CRUDE OIL,,,MCCAMEY,UPTON,TX,31.136905,-102.19236,CORROSION,INTERNAL,15,,15,0,NO,NO,NO,,,0,,,,,,,,,,,,,29000,750,0,5300,0,0,35050
20150324,20734,2015,8/11/2015 10:15 AM,30003,HOUSTON REFINING LP.,"20"" CRUDE SYSTEM",ONSHORE,TANK,CRUDE OIL,,,HOUSTON,HARRIS,TX,29.422303,-95.140306,ALL OTHER CAUSES,MISCELLANEOUS,0.12,,0.12,0,NO,NO,NO,,,0,,,,,,,,,,,,,0,0,0,0,0,0,0
20150325,21840,2015,8/11/2015 3:00 PM,30658,KERN OIL & REFINING CO.,HILLTOP GATHERING SYSTEM,ONSHORE,UNDERGROUND,CRUDE OIL,,,BAKERSFIELD,KERN,CA,35.298901,-118.914063,CORROSION,EXTERNAL,5,,5,0,NO,NO,NO,,,0,,,,,,,,,,,,,500,0,1000,2000,15000,0,18500
20150319,20799,2015,8/11/2015 5:28 PM,31618,ENTERPRISE PRODUCTS OPERATING LLC, P89 - BUTANE MAINLINE,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,BUTANE,PORT ARTHUR,JEFFERSON,TX,29.952028,-93.887943,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.6,25,0,0.6,NO,NO,YES,8/11/2015 17:31,8/11/2015 21:00,0,,,,,,,,,,,,,25539,559,0,0,0,0,26098
20150321,21131,2015,8/12/2015 9:24 AM,31618,ENTERPRISE PRODUCTS OPERATING LLC,MCLOUTH STATION,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,ETHANE/PROPANE,LEAVENWORTH,LEAVENWORTH COUNTY,KS,39.173564,-95.209343,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,3,20,0,3,NO,NO,YES,8/12/2015 20:40,8/13/2015 17:00,0,,,,,,,,,,,,,6000,300,0,0,0,0,6300
20150326,20738,2015,8/13/2015 11:10 AM,2552,COLONIAL PIPELINE CO,KANNAPOLIS BOOSTER STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,KANNAPOLIS,CABARRUS,NC,35.483852,-80.735273,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,142.9,,117.9,25,NO,NO,YES,8/13/2015 11:10,8/13/2015 23:00,0,,,,,,,,,,,,,2500,8250,0,160000,25000,0,195750
